timestamp,run_id,status,duration_ms,severity
2025-08-22T23:04:17.516642,184,success,1924,INFO
2025-08-22T23:04:17.526916,185,success,1150,INFO
2025-08-22T23:04:17.537123,186,success,1191,INFO
2025-08-22T23:04:17.547766,187,success,1836,INFO
2025-08-22T23:04:17.558048,188,success,1884,INFO
2025-08-22T23:04:17.568198,189,success,928,INFO
2025-08-22T23:04:17.578849,190,success,945,INFO
2025-08-22T23:04:17.589141,191,success,1257,INFO
2025-08-22T23:04:17.599362,192,success,1995,INFO
2025-08-22T23:04:17.609569,193,success,1229,INFO
2025-08-22T23:04:17.620169,194,success,1608,INFO
2025-08-22T23:04:17.630808,195,success,952,INFO
2025-08-22T23:04:17.641452,196,success,1615,INFO
2025-08-22T23:04:17.652093,197,success,1204,INFO
2025-08-22T23:04:17.662742,198,success,1676,INFO
2025-08-22T23:04:17.673383,199,success,890,INFO
2025-08-22T23:04:17.683891,200,success,1425,INFO
